1605018448.388524,0
1605018448.414489,0
1605018448.445689,0
1605018448.462723,0
1605018448.497011,0
1605018448.517021,0
1605018448.534505,0
1605018448.552706,0
1605018448.572967,0
1605018448.600121,0
1605018448.618146,0
1605018448.637182,0
1605018448.654147,0
1605018448.680300,0
1605018448.704572,0
1605018448.724319,0
1605018448.741654,0
1605018448.758268,0
1605018448.778388,0
1605018448.801867,0
1605018448.824303,0
1605018448.842290,0
1605018448.860072,0
1605018448.885746,0
1605018448.911936,0
1605018448.930469,0
1605018448.949188,0
1605018448.971542,0
1605018448.989758,0
1605018449.009231,0
1605018449.026902,0
1605018449.044379,0
1605018449.060956,0
1605018449.081094,0
1605018449.104967,0
1605018449.124664,0
1605018449.141581,0
1605018449.158362,0
1605018449.174809,0
1605018449.192450,0
1605018449.212650,0
1605018449.236135,0
1605018449.256314,0
1605018449.274031,0
1605018449.299169,0
1605018449.315673,0
1605018449.336075,0
1605018449.355159,0
1605018449.372094,0
1605018449.395766,0
1605018449.414996,0
1605018449.435106,0
1605018449.467947,0
1605018449.493403,0
1605018449.521303,0
1605018449.551614,1
1605018449.574703,0
1605018449.602061,0
1605018449.628587,0
1605018449.657807,0
1605018449.680201,0
1605018449.708940,0
1605018449.733573,0
1605018449.754083,0
1605018449.774114,0
1605018449.799785,0
1605018449.823679,0
1605018449.850395,0
1605018449.869271,0
1605018449.896508,0
1605018449.924326,0
1605018449.942245,0
1605018449.962488,0
1605018449.994175,0
1605018450.022012,0
1605018450.049839,0
1605018450.073905,0
1605018450.101605,0
1605018450.124521,0
1605018450.142191,0
1605018450.159668,0
1605018450.177621,0
1605018450.199466,0
1605018450.221818,0
1605018450.242207,0
1605018450.259237,0
1605018450.275775,0
1605018450.299603,0
1605018450.323275,0
1605018450.342623,0
1605018450.364187,0
1605018450.382145,1
1605018450.404313,0
1605018450.428481,0
1605018450.450420,0
1605018450.469597,0
1605018450.487226,0
1605018450.505526,0
1605018450.525433,0
1605018450.543391,0
1605018450.561718,0
1605018450.579044,0
1605018450.603326,0
1605018450.623847,0
1605018450.642178,0
1605018450.664040,0
1605018450.682352,0
1605018450.709983,0
1605018450.728977,0
1605018450.748291,0
1605018450.769380,0
1605018450.789236,0
1605018450.807779,0
1605018450.827172,0
1605018450.845217,0
1605018450.864861,0
1605018450.881662,0
1605018450.905624,0
1605018450.926737,0
1605018450.944530,0
1605018450.963507,0
1605018450.980270,0
1605018450.996521,0
1605018451.023206,0
1605018451.041518,0
1605018451.058326,0
1605018451.074566,0
1605018451.091231,0
1605018451.110371,0
1605018451.128298,0
1605018451.146151,0
1605018451.165314,0
1605018451.181996,0
1605018451.202906,0
1605018451.226475,0
1605018451.253867,0
1605018451.273852,0
1605018451.291749,0
1605018451.324934,0
1605018451.345047,0
1605018451.365925,0
1605018451.385553,0
1605018451.409813,0
1605018451.433711,0
1605018451.453393,0
1605018451.471775,0
1605018451.489293,0
1605018451.512523,0
1605018451.533859,0
1605018451.552879,0
1605018451.601567,0
1605018451.626429,0
1605018451.649665,0
1605018451.682763,0
1605018451.713317,0
1605018451.740789,0
1605018451.768989,0
1605018451.798245,0
1605018451.834278,0
1605018451.861077,0
1605018451.890186,0
1605018451.917223,0
1605018451.947647,0
1605018451.978651,0
1605018452.013119,0
1605018452.045017,0
1605018452.073032,0
1605018452.091516,0
1605018452.122573,0
1605018452.147902,0
1605018452.166912,0
1605018452.194641,0
1605018452.226708,0
1605018452.255067,0
1605018452.280814,0
1605018452.299950,0
1605018452.328748,0
1605018452.350488,0
1605018452.370348,0
1605018452.391556,0
1605018452.415804,0
1605018452.445222,0
1605018452.465355,0
1605018452.485629,0
1605018452.505443,0
1605018452.533172,0
1605018452.555462,0
1605018452.574579,0
1605018452.594595,0
1605018452.621766,0
1605018452.647445,0
1605018452.666116,0
1605018452.683712,0
1605018452.702821,0
1605018452.733997,0
1605018452.752581,0
1605018452.774409,0
1605018452.793339,0
1605018452.825561,0
1605018452.851296,0
1605018452.872887,0
1605018452.891353,0
1605018452.909635,0
1605018452.940473,0
1605018452.958672,0
1605018452.978719,0
1605018452.997270,0
1605018453.024969,0
1605018453.049530,0
1605018453.068480,0
1605018453.089427,0
1605018453.107374,0
1605018453.132379,0
1605018453.151838,0
1605018453.171611,0
