1605018286.609316,0
1605018286.635964,0
1605018286.655897,0
1605018286.681961,0
1605018286.710297,0
1605018286.729532,0
1605018286.748380,0
1605018286.769314,0
1605018286.797681,1
1605018286.816911,0
1605018286.834944,0
1605018286.854597,1
1605018286.878000,0
1605018286.903921,0
1605018286.921376,0
1605018286.939465,0
1605018286.957800,0
1605018286.983697,0
1605018287.011027,0
1605018287.038923,0
1605018287.065686,0
1605018287.096673,0
1605018287.126040,0
1605018287.156301,0
1605018287.185381,0
1605018287.215489,0
1605018287.245833,0
1605018287.278923,0
1605018287.309732,0
1605018287.338526,0
1605018287.373100,0
1605018287.405836,0
1605018287.432555,0
1605018287.459163,0
1605018287.489673,0
1605018287.549098,0
1605018287.574528,0
1605018287.612116,0
1605018287.639729,0
1605018287.670282,0
1605018287.706988,0
1605018287.736944,0
1605018287.765558,0
1605018287.798683,0
1605018287.830140,0
1605018287.858516,0
1605018287.886665,0
1605018287.915568,0
1605018287.945323,0
1605018287.975994,0
1605018288.006843,0
1605018288.027899,0
1605018288.046450,0
1605018288.066434,0
1605018288.093975,0
1605018288.118769,0
1605018288.150400,0
1605018288.175392,0
1605018288.204800,0
1605018288.232268,0
1605018288.251838,0
1605018288.274432,0
1605018288.309140,0
1605018288.329800,0
1605018288.349291,0
1605018288.368609,0
1605018288.396096,0
1605018288.421495,0
1605018288.441213,0
1605018288.461609,0
1605018288.480282,0
1605018288.505902,0
1605018288.527729,0
1605018288.545591,0
1605018288.563663,0
1605018288.581470,0
1605018288.613770,0
1605018288.631964,0
1605018288.653841,0
1605018288.674134,0
1605018288.698591,0
1605018288.724699,0
1605018288.745797,0
1605018288.763741,0
1605018288.782227,0
1605018288.813076,0
1605018288.831977,0
1605018288.851127,0
1605018288.870585,0
1605018288.901887,0
1605018288.928294,0
1605018288.946352,0
1605018288.965003,0
1605018288.983633,0
1605018289.008891,0
1605018289.028934,0
1605018289.049061,0
1605018289.066951,0
1605018289.085880,0
1605018289.114912,0
1605018289.132684,0
1605018289.155391,0
1605018289.178459,0
1605018289.202971,0
1605018289.227368,0
1605018289.248129,0
1605018289.266730,0
1605018289.286988,0
1605018289.315428,0
1605018289.333764,0
1605018289.353999,0
1605018289.374655,0
1605018289.404917,0
1605018289.431176,0
1605018289.449929,0
1605018289.470286,0
1605018289.490185,0
1605018289.520223,0
1605018289.545855,0
1605018289.566867,0
1605018289.585629,0
1605018289.609931,0
1605018289.631618,0
1605018289.651496,0
1605018289.670558,0
1605018289.689866,0
1605018289.717185,0
1605018289.737314,0
1605018289.756623,0
1605018289.776274,0
1605018289.794478,0
1605018289.825726,0
1605018289.844352,0
1605018289.861948,0
1605018289.880431,0
1605018289.900159,0
1605018289.928380,0
1605018289.947542,0
1605018289.966650,0
1605018289.984849,0
1605018290.009368,0
1605018290.034781,0
1605018290.054230,0
1605018290.073904,0
1605018290.092561,0
1605018290.117082,0
1605018290.146810,0
1605018290.175455,0
1605018290.195799,0
1605018290.233716,0
1605018290.255852,0
1605018290.277284,0
1605018290.297066,0
1605018290.325524,0
1605018290.346370,0
1605018290.365277,0
1605018290.387729,0
1605018290.417965,0
1605018290.442752,0
1605018290.461862,0
1605018290.480869,0
1605018290.499393,0
1605018290.521352,0
1605018290.542101,0
1605018290.561256,0
1605018290.579420,0
1605018290.599636,0
1605018290.633952,0
1605018290.653009,0
1605018290.672652,0
1605018290.697500,0
1605018290.726216,0
1605018290.745367,1
1605018290.765434,0
1605018290.783752,0
1605018290.801794,0
1605018290.824210,0
1605018290.844525,0
1605018290.863513,1
1605018290.882063,0
1605018290.903041,0
1605018290.934046,0
1605018290.953288,0
1605018290.972197,0
1605018290.990965,0
1605018291.014003,0
1605018291.038910,0
1605018291.059987,0
1605018291.078159,0
1605018291.095686,0
1605018291.122399,0
1605018291.148168,0
1605018291.167503,0
1605018291.187442,0
1605018291.206962,0
1605018291.237865,0
